,Game,Platform,Gener,Publisher,North_America,Europe,Japan,Rest_of _World,Global,Good_Sale,Count_Games
7155,Perfect Dark,N64,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,1,665
7156,Perfect Dark Zero,X360,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,0,178
7157,Perfect Weapon,PS,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,0,1
7158,Period Cube: Torikago no Amadeus,PSV,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0,131
7159,Persona,PS,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45,0,58
7160,Persona 2: Eternal Punishment,PS,Role-Playing,Atlus,0.03,0.02,0.33,0.02,0.39999999999999997,0,58
7161,Persona 4: Arena,PS3,Fighting,Atlus,0.38,0.12,0.27,0.08,0.86,0,58
7162,Persona 4: Arena Ultimax,PS3,Fighting,Atlus,0.06,0.01,0.13,0.01,0.22000000000000003,0,58
7163,Persona 4: Dancing All Night,PSV,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,0,86
7164,Persona 4: Golden,PSV,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12,1,58
7165,Persona 5,PS4,Role-Playing,Atlus,0.0,0.0,0.48,0.0,0.48,0,58
7166,Persona Q: Shadow of the Labyrinth,3DS,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,0.72,0,86
7167,Personal Trainer: Cooking,DS,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,2,665
7168,Personal Trainer: Math,DS,Puzzle,Nintendo,0.48,1.12,0.0,0.08,1.69,0,665
7169,Personal Trainer: Walking,DS,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,0,665
7170,Pet Alien: An Intergalactic Puzzlepalooza,DS,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,0,27
7171,Pet Pals: Animal Doctor,Wii,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,0,16
7172,Pet Pals: New Leash on Life,DS,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,0,37
7173,Pet Shop Monogatari DS 2,DS,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,0,18
7174,Pet Vet: Down Under,DS,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,0,69
7175,Pet Zombies,3DS,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.19,0,81
7176,Pet in TV,PS,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,0,617
7177,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,Ubisoft,1.72,1.28,0.0,0.39,3.39,2,564
7178,Peter Jacobsen's Golden Tee Golf,PS,Sports,Infogrames,0.07,0.05,0.0,0.01,0.12,0,47
7179,Peter Pan in Disney's Return to Never Land,PS,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,0,617
7180,Petz Bunnyz,DS,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43,0,564
7181,Petz Bunnyz Bunch,DS,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,0,564
7182,Petz Catz Clan,DS,Simulation,Ubisoft,0.47,0.03,0.0,0.04,0.54,0,564
7183,Petz Dogz 2,DS,Simulation,Ubisoft,1.26,0.73,0.0,0.23,2.23,1,564
7184,Petz Dogz Fashion,DS,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84,0,564
7185,Petz Fantasy 3D,3DS,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,0,564
7186,Petz Fantasy: Moonlight Magic,DS,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,0,564
7187,Petz Fantasy: Sunshine Magic,DS,Simulation,Ubisoft,0.07,0.0,0.0,0.01,0.08,0,564
7188,Petz Fashion: Dogz & Catz,DS,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,0,564
7189,Petz Hamsterz Superstarz,DS,Simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1,0,564
7190,Petz Monkeyz House,DS,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,0,564
7191,Petz Nursery,DS,Simulation,Ubisoft,0.5,0.0,0.0,0.04,0.54,0,564
7192,Petz Pony: Beauty Pageant,DS,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,0,564
7193,Petz Puppyz & Kittenz,DS,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,0,564
7194,Petz Rescue: Endangered Paradise,DS,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22,0,564
7195,Petz Rescue: Ocean Patrol,DS,Adventure,Ubisoft,0.35,0.0,0.0,0.03,0.37,0,564
7196,Petz Rescue: Wildlife Vet,DS,Simulation,Ubisoft,0.55,0.0,0.0,0.05,0.59,0,564
7197,Petz Sports,Wii,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.46,0,564
7198,Petz Wild Animals: Dolphinz,DS,Simulation,Ubisoft,0.71,0.48,0.0,0.13,1.32,0,564
7199,Petz Wild Animals: Tigerz,DS,Simulation,Ubisoft,0.52,0.0,0.0,0.04,0.56,0,564
7200,Petz: Catz 2,DS,Simulation,Ubisoft,1.09,0.55,0.0,0.19,1.83,0,564
7201,Petz: Catz Playground,DS,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,0,564
7202,Petz: Crazy Monkeyz,Wii,Simulation,Ubisoft,0.22,0.0,0.0,0.02,0.25,0,564
7203,Petz: Dogz Family,PSP,Simulation,Ubisoft,0.05,0.02,0.0,0.01,0.08,0,564
7204,Petz: Dogz Pack,DS,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61,0,564
7205,Petz: Dogz Talent Show,DS,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,0,564
7206,Petz: Dolphinz Encounter,DS,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.02,0,564
7207,Petz: Hamsterz Bunch,PSP,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,0,564
7208,Petz: Hamsterz Life 2,DS,Misc,Ubisoft,0.48,0.0,0.0,0.04,0.52,0,564
7209,Petz: Horse Club,Wii,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.21,0,564
7210,Petz: Horseshoe Ranch,DS,Adventure,Ubisoft,0.16,0.0,0.0,0.01,0.17,0,564
7211,Petz: Horsez 2,DS,Simulation,Ubisoft,0.91,0.1,0.0,0.09,1.1099999999999999,0,564
7212,Petz: Saddle Club,PSP,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.09,0,564
7213,Phantasy Star Collection,GBA,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,0,277
7214,Phantasy Star Nova,PSV,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,0,469
7215,Phantasy Star Online,DC,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,0,469
7216,Phantasy Star Online 2,PSV,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,0,469
7217,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,0,469
7218,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Action,Sega,0.0,0.0,0.03,0.0,0.03,0,469
7219,Phantasy Star Online Episode I & II,GC,Role-Playing,Infogrames,0.34,0.09,0.16,0.02,0.6,1,47
7220,Phantasy Star Online Episode I & II Plus,GC,Role-Playing,Sega,0.04,0.01,0.0,0.0,0.05,0,469
7221,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,0,469
7222,Phantasy Star Online Ver. 2,DC,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,0,469
7223,Phantasy Star Portable,PSP,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,0,469
7224,Phantasy Star Portable 2,PSP,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,0,469
7225,Phantasy Star Portable 2: Infinity,PSP,Role-Playing,Sega,0.0,0.0,0.37,0.0,0.37,0,469
7226,Phantasy Star Universe,PS2,Role-Playing,Sega,0.09,0.01,0.19,0.01,0.31,0,469
7227,Phantasy Star Universe: Ambition of the Illuminus,PS2,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,0,469
7228,Phantasy Star Ø,DS,Role-Playing,Sega,0.16,0.0,0.2,0.01,0.38,0,469
7229,Phantom Brave,PS2,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,0,249
7230,Phantom Brave: The Hermuda Triangle,PSP,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.09,0,86
7231,Phantom Brave: We Meet Again,Wii,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,0,86
7232,Phantom Breaker,X360,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,0,47
7233,Phantom Crash,XB,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,0,1
7234,Phantom Dust,XB,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,0,178
7235,Phantom Kingdom Portable,PSP,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,0,86
7236,Pharaoh,PC,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,0,86
7237,Pheasants Forever Wingshooter,Wii,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,0,148
7238,Philosoma,PS,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,0,617
7239,Phineas and Ferb,DS,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,1,110
7240,Phineas and Ferb Ride Again,DS,Action,Disney Interactive Studios,0.24,0.03,0.0,0.02,0.29,0,110
7241,Phineas and Ferb: Across the 2nd Dimension,Wii,Action,Disney Interactive Studios,0.8099999999999999,0.47,0.0,0.15000000000000002,1.43,1,110
7242,Phoenix,2600,Simulation,Atari,0.42,0.02,0.0,0.0,0.45,0,277
7243,Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,0,266
7244,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38,0,266
7245,Phoenix Wright: Ace Attorney - Justice for All,DS,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53,0,266
7246,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Adventure,Capcom,0.3,0.03,0.25,0.03,0.61,0,266
7247,Phoenix Wright: Ace Attorney Trilogy,3DS,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,0,266
7248,Phoenix Wright: Revived Turnabout,DS,Misc,Capcom,0.0,0.0,0.04,0.0,0.04,0,266
7249,PhotoKano,PSP,Adventure,Kadokawa Shoten,0.0,0.0,0.16,0.0,0.16,0,46
7250,Pia Carrot e Youkoso!! 2.5,DC,Adventure,NEC Interchannel,0.0,0.0,0.04,0.0,0.04,0,8
7251,Picross 2,GB,Puzzle,Nintendo,0.0,0.0,0.35,0.0,0.35,0,665
7252,Picross 3D,DS,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,0,665
7253,Picross 3D 2,3DS,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,0,665
7254,Picross DS,DS,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,0,665
7255,Pictionary,Wii,Puzzle,THQ,0.69,0.25,0.0,0.09000000000000001,1.02,0,394
7256,Pictionary: Ultimate Edition,X360,Misc,THQ,0.31,0.11,0.0,0.05,0.48,0,394
7257,PictoImage,DS,Puzzle,Sega,0.09,0.0,0.0,0.01,0.1,0,469
7258,Picture Perfect Hair Salon,DS,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,0,143
7259,Piglet's Big Game,PS2,Platform,Gotham Games,0.13,0.06,0.0,0.01,0.2,0,5
7260,Pikmin,GC,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,0,665
7261,Pikmin 2,GC,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,0,665
7262,Pikmin 3,WiiU,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11,0,665
7263,Pillars of Eternity,PC,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,0,22
7264,Pillow Pets,DS,Adventure,GameMill Entertainment,0.08,0.0,0.0,0.01,0.09,0,11
7265,Pilot ni Narou! 2,PS2,Simulation,Victor Interactive,0.0,0.0,0.08,0.0,0.08,0,8
7266,PilotWings Resort,3DS,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,0,665
7267,Pilotwings,SNES,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,0,665
7268,Pilotwings 64,N64,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,0,665
7269,Pimp My Ride,Wii,Racing,Activision,0.2,0.0,0.0,0.02,0.22,0,401
7270,Pimp My Ride: Street Racing,PS2,Racing,Activision,0.07,0.03,0.0,0.01,0.11,0,401
7271,Pinball,NES,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,0,665
7272,Pinball Hall of Fame: The Gottlieb Collection,PS2,Misc,Play It,0.58,0.16,0.0,0.07,0.8200000000000001,1,13
7273,Pinball Hall of Fame: The Williams Collection,Wii,Misc,System 3 Arcade Software,0.9,0.04,0.0,0.09,1.02,2,9
7274,Pinball Tycoon,GBA,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05,0,48
7275,Ping Pals,DS,Misc,THQ,0.1,0.0,0.0,0.01,0.11,0,394
7276,Pinkalicious,DS,Misc,GameMill Entertainment,0.25,0.0,0.0,0.02,0.27,1,11
7277,Pinobee: Wings of Adventure,GBA,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,0.08,0,8
7278,Pipe Dreams 3D,PS,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,0,35
7279,Pipe Mania,PS2,Puzzle,Empire Interactive,0.21000000000000002,0.060000000000000005,0.0,0.04,0.30000000000000004,1,35
7280,Pippa Funnell 2: Farm Adventures,DS,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.01,0,564
7281,Pippa Funnell: Ranch Rescue,Wii,Adventure,Ubisoft,0.0,0.01,0.0,0.0,0.02,0,564
7282,Pirates PlundArrr,Wii,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,0,81
7283,Pirates of the Burning Sea,PC,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,0,9
7284,Pirates of the Caribbean,XB,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,0,564
7285,Pirates of the Caribbean: At World's End,PS3,Action,Disney Interactive Studios,1.5,0.79,0.02,0.4,2.7,2,110
7286,Pirates of the Caribbean: Dead Man's Chest,GBA,Adventure,Disney Interactive Studios,0.81,0.13,0.0,0.05,1.01,1,110
7287,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,2,26
7288,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,0,564
7289,Pirates vs Ninja Dodgeball,Wii,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,0,30
7290,Pirates: Duels on the High Seas,DS,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,0,17
7291,Pirates: Hunt For Blackbeard's Booty,Wii,Adventure,Activision,0.08,0.08,0.0,0.02,0.18,0,401
7292,Pirates: Legend of the Black Buccaneer,PS2,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02,0,3
7293,Pirates: The Legend of Black Kat,PS2,Adventure,Electronic Arts,0.12000000000000001,0.060000000000000005,0.0,0.02,0.2,0,598
7294,Pitball,PS,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,0,5
7295,Pitfall 3D: Beyond the Jungle,PS,Platform,Activision,0.18,0.12,0.0,0.02,0.33,0,401
7296,Pitfall II: Lost Caverns,2600,Platform,Activision,1.22,0.07,0.0,0.02,1.31,0,401
7297,Pitfall!,2600,Platform,Activision,4.21,0.24,0.0,0.05,4.5,2,401
7298,Pitfall: The Big Adventure,Wii,Adventure,Activision,0.19,0.02,0.0,0.02,0.22,0,401
7299,Pitfall: The Lost Expedition,PS2,Platform,Activision,0.26,0.13,0.0,0.03,0.42000000000000004,0,401
7300,Pitfall: The Mayan Adventure,GBA,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,1,30
7301,PixelJunk Monsters Deluxe,PSP,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,0,617
7302,Pizza Delivery Boy,Wii,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,0,81
7303,Planescape: Torment,PC,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03,0,30
7304,Planet 51,DS,Action,Sega,0.53,0.21000000000000002,0.0,0.08,0.81,0,469
7305,Planet Monsters,GBA,Action,Titus,0.01,0.0,0.0,0.0,0.01,0,18
7306,Planet Puzzle League,DS,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,0,665
7307,Planet of the Apes,GBA,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,0,564
7308,Planetarian: Chiisana Hoshi no Yume,PSP,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,0,21
7309,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Misc,Sega,0.0,0.0,0.02,0.0,0.02,0,469
7310,Plants vs. Zombies,DS,Strategy,Mastertronic,1.32,0.16,0.0,0.13,1.61,2,12
7311,Plants vs. Zombies: Garden Warfare,X360,Shooter,Electronic Arts,1.33,1.33,0.02,0.36,3.06,2,598
7312,Plants vs. Zombies: Garden Warfare 2,PS4,Shooter,Electronic Arts,0.49,0.39999999999999997,0.0,0.12,1.02,0,598
7313,Platinum Sudoku,DS,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04,0,564
7314,Platypus,PSP,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02,0,3
7315,PlayStation All-Stars Battle Royale,PS3,Action,Sony Computer Entertainment,0.71,0.41000000000000003,0.05,0.24,1.4,0,617
7316,PlayStation Move Heroes,PS3,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,0,617
7317,PlayStation VR Worlds,PS4,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,0,617
7318,Playboy: The Mansion,PS2,Simulation,Ubisoft,0.17,0.1,0.0,0.03,0.29000000000000004,0,564
7319,Playmobil Circus,Wii,Action,Mindscape,0.06,0.02,0.0,0.01,0.09,0,27
7320,Playmobil Knights,DS,Action,Mindscape,0.04,0.01,0.0,0.0,0.06,0,27
7321,Playmobil Pirates,DS,Action,Mindscape,0.07,0.0,0.0,0.01,0.08,0,27
7322,Playmobil Top Agents,DS,Action,JoWood Productions,0.0,0.03,0.0,0.0,0.03,0,16
7323,Plushees,DS,Simulation,Destineer,0.01,0.0,0.0,0.0,0.01,0,37
7324,PoPoLoCrois,PSP,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,0,48
7325,PoPoLoCrois (JP sales),PSP,Role-Playing,Ignition Entertainment,0.0,0.0,0.08,0.0,0.08,0,48
7326,PoPoLoCrois Monogatari,PS,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5,0,617
7327,PoPoLoCrois Monogatari II,PS,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,0,617
7328,PoPoLoCrois: Hajimari no Bouken,PS2,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,0,617
7329,Pocket Dogs,GBA,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08,0,3
7330,Pocket Fighter,PS,Fighting,Virgin Interactive,0.06,0.04,0.15,0.01,0.26,0,52
7331,Pocket Monsters Stadium,N64,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,0,665
7332,Pocket Pets,DS,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,0,2
7333,Pocket Pool,PSP,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,0,12
7334,Pocket Soccer League: Calciobit,3DS,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11,0,665
7335,Pocky & Rocky with Becky,GBA,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,0,1
7336,Point Blank,PS,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34,0,617
7337,Point Blank 2,PS,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,0,765
7338,Point Blank 3,PS,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,0,765
7339,Point Blank DS (JP sales),DS,Shooter,Atari,0.0,0.0,0.07,0.0,0.07,0,277
7340,Point Blank DS (US sales),DS,Shooter,Atari,0.05,0.0,0.0,0.0,0.06,0,277
7341,PokePark 2: Wonders Beyond,Wii,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,0,665
7342,Pokemon Art Academy ,3DS,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,0,665
7343,Pokemon Battle Revolution,Wii,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58,0,665
7344,Pokemon Black 2/Pokemon White 2,DS,Role-Playing,Nintendo,2.79,1.72,3.14,0.41,8.07,2,665
7345,Pokemon Black/Pokemon White,DS,Role-Playing,Nintendo,5.51,3.17,5.65,0.8,15.14,2,665
7346,Pokemon Box: Ruby & Sapphire,GC,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,0,665
7347,Pokemon Card GB2: Here Comes Team GR!,GB,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89,0,665
7348,Pokemon Channel,GC,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,0,665
7349,Pokemon Conquest,DS,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,0,665
7350,Pokemon Dash,DS,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,0,665
7351,Pokemon Diamond/Pokemon Pearl,DS,Role-Playing,Nintendo,6.38,4.46,6.04,1.36,18.25,2,665
7352,Pokemon FireRed/Pokemon LeafGreen,GBA,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49,2,665
7353,Pokemon Gold/Pokemon Silver,GB,Role-Playing,Nintendo,9.0,6.18,7.2,0.71,23.1,2,665
7354,Pokemon HeartGold/Pokemon SoulSilver,DS,Action,Nintendo,4.34,2.71,3.96,0.76,11.77,2,665
7355,Pokemon Mystery Dungeon: Explorers of Sky,DS,Role-Playing,Nintendo,0.57,0.43,0.44,0.12,1.56,0,665
7356,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,2,665
7357,Pokemon Mystery Dungeon: Gates to Infinity,3DS,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,0,665
7358,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,1,665
7359,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,Role-Playing,Nintendo,4.35,3.49,3.1,0.74,11.68,2,665
7360,Pokemon Pinball,GB,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,2,665
7361,Pokemon Pinball: Ruby & Sapphire,GBA,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,0,665
7362,Pokemon Puzzle League,N64,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45,0,665
7363,Pokemon Ranger,DS,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15,1,665
7364,Pokemon Ranger: Guardian Signs,DS,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,1.29,0,665
7365,Pokemon Ranger: Shadows of Almia,DS,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.28,1,665
7366,Pokemon Red/Pokemon Blue,GB,Role-Playing,Nintendo,11.27,8.89,10.22,1.0,31.37,2,665
7367,Pokemon Ruby/Pokemon Sapphire,GBA,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85,2,665
7368,Pokemon Rumble Blast,3DS,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,0,665
7369,Pokemon Rumble World,3DS,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,0,665
7370,Pokemon Snap,N64,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,2,665
7371,Pokemon Stadium,N64,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,2,665
7372,Pokemon Sun/Moon,3DS,Role-Playing,Nintendo,2.98,1.45,2.26,0.45,7.14,2,665
7373,Pokemon Super Mystery Dungeon,3DS,Role-Playing,Nintendo,0.48,0.35,0.34,0.08,1.25,0,665
7374,Pokemon Trozei!,DS,Puzzle,Nintendo,0.25,0.0,0.31,0.02,0.59,0,665
7375,Pokemon X/Pokemon Y,3DS,Role-Playing,Nintendo,5.28,4.19,4.35,0.78,14.6,2,665
7376,Pokemon XD: Gale of Darkness,GC,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,0,665
7377,Poker for Dummies,PC,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0,598
7378,Pokken Tournament,WiiU,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,0,765
7379,PokéPark Wii: Pikachu's Adventure,Wii,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,0,665
7380,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,0,665
7381,Pokémon Colosseum,GC,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,1,665
7382,Pokémon Crystal Version,GB,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,2,665
7383,Pokémon Emerald Version,GBA,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,2,665
7384,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18,0,665
7385,Pokémon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,Nintendo,1.15,0.04,0.83,0.0,2.02,1,665
7386,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,0,665
7387,Pokémon Platinum Version,DS,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,7.72,2,665
7388,Pokémon Stadium 2,N64,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,1,665
7389,Pokémon Trading Card Game,GB,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,2,665
7390,Pokémon Yellow: Special Pikachu Edition,GB,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,2,665
7391,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,Misc,Nintendo,0.09,0.03,0.0,0.0,0.13,0,665
7392,Polar Bowler,DS,Sports,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,0,5
7393,Polaris,2600,Action,Tigervision,0.26,0.02,0.0,0.0,0.28,1,3
7394,Polaris SnoCross,PS,Racing,Vatical Entertainment,0.14,0.06999999999999999,0.0,0.01,0.22,0,1
7395,Polarium,DS,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,0,665
7396,Pole Position,2600,Racing,Atari,1.1,0.07,0.0,0.01,1.18,0,277
7397,Policenauts,3DO,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0,637
7398,Polly Pocket: Super Splash Island,GBA,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24,0,4
